,ID,Airport,Airline,Age,Gender,Nationality,TripPurpose,TripDuration,FlyingCompanion,ProvinceResidence,GroupTravel,NoTripsLastYear,FrequentFlightDestination,Destination,FlightNo,DepartureHr,DepartureMn,DepartureTime,SeatClass,Airfare,NoTransport,ModeTransport,AccessCost,AccessTime,Occupation,Income
185,186,1,1,54.0,1.0,1,2,60,0,1,2,1,1,3,KE629,18,5,3,1.0,82.0,1,2,4000.0,20.0,2,4.0
186,187,1,3,63.0,2.0,1,1,5,2,1,2,1,1,3,7C2401,21,55,4,1.0,58.0,2,1,7000.0,20.0,12,2.0
187,188,1,1,68.0,2.0,1,4,7,3,1,2,0,5,3,KE623,20,5,3,1.0,50.0,2,2,2400.0,5.0,12,2.0
188,189,1,3,80.0,2.0,1,1,7,3,1,2,0,1,3,KE623,20,5,3,1.0,50.0,2,1,7000.0,20.0,12,2.0
189,190,1,2,35.0,1.0,1,1,12,1,1,2,5,1,3,OZ751,16,10,2,1.0,30.0,1,5,2000.0,30.0,2,4.0
190,191,1,1,50.0,1.0,1,1,5,6,1,1,3,1,3,KE659,20,20,3,2.0,50.0,1,5,2000.0,50.0,5,6.0
191,192,1,2,62.0,1.0,1,1,7,1,2,2,0,2,1,OZ367,20,0,3,1.0,65.0,1,1,1300.0,60.0,2,5.0
192,193,1,2,19.0,1.0,1,1,6,8,2,1,0,1,1,OZ367,20,0,3,1.0,78.0,1,1,1300.0,60.0,8,3.0
193,194,1,1,43.0,1.0,4,1,7,2,3,2,1,1,3,KE651,17,40,2,1.0,70.0,2,2,10000.0,20.0,12,3.0
194,195,1,4,30.0,1.0,1,1,7,1,1,2,2,1,1,CZ370,20,30,3,1.0,50.0,2,5,1000.0,30.0,12,2.0
195,196,1,2,55.0,2.0,1,1,6,1,5,1,2,2,1,OZ3195,8,30,3,2.0,66.0,2,8,50000.0,110.0,12,2.0
196,197,1,1,35.0,1.0,1,1,5,2,5,2,1,1,3,KE631,20,35,3,1.0,45.0,2,8,24000.0,65.0,12,2.0
197,198,1,4,30.0,2.0,1,1,7,2,8,2,7,1,1,CZ370,20,30,3,2.0,50.0,1,5,2700.0,40.0,2,3.0
198,199,1,3,27.0,NotRespond,1,1,15,0,1,2,0,1,3,7C2301,19,35,3,1.0,40.0,1,5,2000.0,50.0,8,1.0
199,200,1,4,42.0,1.0,1,1,3,3,1,2,2,5,2,JW892,17,45,2,1.0,20.0,1,1,3001.5,60.0,2,5.0
200,201,1,1,67.0,2.0,1,1,6,1,5,2,1,3,3,KE651,5,40,2,1.0,50.0,1,8,50000.0,180.0,7,2.0
201,202,1,2,45.0,1.0,1,2,90,1,5,2,4,1,1,OZ377,17,0,2,1.0,45.0,2,1,10000.0,60.0,12,2.0
202,203,1,4,27.0,2.0,1,1,15,1,8,2,3,1,3,NotRespond,6,5,2,1.0,50.0,2,2,8000.0,30.0,12,2.0
203,204,1,1,35.0,1.0,5,1,4,0,1,2,6,6,3,KE641,18,40,3,1.0,50.0,1,2,5900.0,10.0,4,4.0
204,205,1,4,21.0,2.0,4,1,6,0,1,2,0,2,3,NotRespond,11,45,4,1.0,27.0,2,3,1100.0,25.0,12,2.0
205,206,1,1,23.0,2.0,4,4,100,1,1,2,2,1,3,KE631,20,35,3,1.0,56.0,1,6,16000.0,60.0,8,5.0
206,207,1,3,29.0,1.0,1,2,5,3,1,2,2,6,3,NotRespond,0,0,1,1.0,40.0,1,2,6000.0,20.0,2,4.0
207,208,1,4,43.0,2.0,1,1,20,2,3,1,3,1,1,FM828,18,10,3,1.0,35.0,2,4,1500.0,60.0,12,3.0
208,209,1,4,52.0,2.0,1,1,6,12,3,1,1,1,3,NotRespond,9,20,1,3.0,40.0,2,2,8500.0,30.0,12,3.0
209,210,1,3,43.0,2.0,1,1,5,3,3,2,1,"1,3",2,7C1402,15,30,2,1.0,11.0,1,1,30000.0,90.0,7,4.0
210,211,1,1,51.0,1.0,1,1,4,11,3,1,1,1,3,KE651,17,40,2,1.0,50.0,1,1,30000.0,90.0,12,3.0
211,212,1,NotRespond,61.0,2.0,2,1,415,2,1,1,1,1,NotRespond,NotRespond,0,0,1,1.0,40.0,2,5,3500.0,90.0,9,3.0
212,213,1,1,22.0,2.0,1,1,10,0,1,2,1,6,1,NotRespond,0,0,2,1.0,57.0,1,5,4500.0,80.0,3,3.0
213,214,1,NotRespond,30.0,1.0,1,1,365,9,1,1,2,7,NotRespond,NotRespond,0,0,4,1.0,80.0,2,1,7000.0,20.0,2,3.0
214,215,1,4,30.0,2.0,1,1,15,3,3,2,2,1,3,NotRespond,0,0,1,1.0,40.0,1,5,1125.0,50.0,2,2.0
215,216,1,2,23.0,2.0,1,1,37,10,1,2,2,3,2,OZ178,21,0,4,1.0,52.0,1,5,1200.0,60.0,8,2.0
216,217,1,1,30.0,2.0,1,1,4,2,3,2,2,3,2,NotRespond,0,0,4,1.0,40.0,1,5,1125.0,50.0,12,3.0
217,218,1,2,37.0,2.0,1,1,10,3,3,1,1,1,3,OZ747,20,0,3,1.0,100.0,2,5,20.0,60.0,12,3.0
218,219,1,1,33.0,2.0,1,1,3,2,3,2,1,1,3,KE631,20,35,3,1.0,49.0,1,6,8000.0,50.0,12,2.0
219,220,1,2,29.0,2.0,2,1,20,1,3,1,0,2,1,OZ367,8,0,3,1.0,52.0,1,1,30000.0,90.0,3,3.0
220,221,1,1,50.0,2.0,1,1,4,2,3,2,4,"1,2",3,KE659,20,20,3,1.0,50.0,1,1,30000.0,60.0,5,4.0
221,222,1,2,25.0,2.0,1,3,99,1,3,2,1,3,2,OZ178,9,10,4,1.0,30.0,2,3,1050.0,20.0,12,3.0
222,223,1,4,23.0,1.0,1,3,365,1,1,2,1,2,1,NotRespond,18,50,3,1.0,40.0,1,5,2000.0,80.0,8,3.0
223,224,1,1,20.0,2.0,1,1,15,1,3,2,1,3,2,KKE719,20,55,3,1.0,36.0,2,3,1050.0,30.0,12,3.0
224,225,1,2,27.0,2.0,1,1,5,2,1,2,1,1,3,OZ757,20,20,3,1.0,49.5,2,5,1200.0,30.0,12,2.0
225,226,1,2,22.0,2.0,1,1,8,4,6,2,1,1,1,OZ3195,20,30,3,1.0,40.0,1,4,1200.0,390.0,8,2.0
226,227,1,2,62.0,2.0,1,1,3,6,3,1,1,1,1,OZ367,20,0,3,1.0,65.0,1,9,350000.0,80.0,9,1.0
227,228,1,4,53.0,2.0,1,1,7,4,3,1,1,1,3,TG657,10,14,4,1.0,50.0,1,1,30000.0,90.0,2,2.0
228,229,1,1,41.0,2.0,1,1,4,3,3,1,1,1,3,KE659,20,20,3,1.0,50.0,1,5,1125.0,50.0,12,2.0
229,230,1,4,52.0,2.0,1,1,7,4,1,1,1,1,3,TG657,10,14,4,1.0,50.0,1,1,3001.5,90.0,7,2.0
230,231,1,2,60.0,2.0,1,1,3,4,3,1,1,1,1,OZ749,20,10,3,1.0,44.0,1,5,1125.0,120.0,9,1.0
231,232,1,4,41.0,2.0,1,1,4,3,3,2,3,"1,2,3",3,PR469,20,45,3,1.0,20.0,3,2,3000.0,10.0,12,2.0
232,233,1,4,45.0,1.0,1,2,14,2,2,2,6,"2,3",1,CA5024,20,0,3,1.0,34.0,1,2,1300.0,45.0,5,3.0
233,234,1,2,37.0,1.0,1,1,10,5,1,2,3,1,3,OZ709,8,20,4,1.0,40.0,1,1,3001.5,50.0,1,3.0
234,235,1,2,22.0,1.0,1,3,180,0,1,2,0,7,1,OZ307,20,0,3,1.0,44.0,2,5,1200.0,30.0,8,3.0
235,236,1,2,25.0,2.0,1,3,730,0,1,2,0,7,2,OZ178,21,0,4,1.0,41.0,1,5,4000.0,40.0,8,2.0
236,237,1,1,27.0,2.0,1,1,6,2,1,1,0,1,4,KE629,18,5,3,1.0,82.0,1,2,11000.0,30.0,2,3.0
237,238,1,2,33.0,2.0,1,1,4,4,1,2,1,1,3,KE659,20,20,3,1.0,50.0,1,6,15000.0,60.0,2,2.0
238,239,1,3,43.0,2.0,1,1,5,7,1,2,2,1,3,NotRespond,8,4,3,1.0,70.0,1,1,3001.5,60.0,7,2.0
239,240,2,2,44.0,1.0,3,1,10,1,3,2,3,3,2,OZ1045,15,30,2,1.0,70.0,1,1,6000.0,60.0,7,3.0
240,241,2,2,45.0,2.0,1,1,7,0,8,2,4,3,2,OZ1045,15,30,2,1.0,70.0,1,1,20000.0,60.0,12,7.0
241,242,2,3,58.0,2.0,1,1,10,1,8,2,5,3,2,7C1482,14,30,2,1.0,23.0,1,2,17000.0,40.0,9,1.0
242,243,2,4,20.0,1.0,2,3,50,2,1,2,2,2,1,MU9824,19,50,3,3.0,67.0,2,5,1650.0,40.0,1,1.0
243,244,1,2,32.0,1.0,1,2,90,1,4,2,2,2,1,OZ361,9,0,2,1.0,30.0,1,2,8400.0,80.0,12,2.0
244,245,2,2,76.0,1.0,1,4,4,2,3,2,0,3,2,NotRespond,0,0,3,1.0,24.0,1,1,6000.0,90.0,11,1.0
245,246,2,4,26.0,1.0,2,3,50,0,8,2,1,2,1,MU9824,19,45,3,1.0,30.0,1,6,10000.0,40.0,8,1.0
246,247,2,4,40.0,1.0,1,2,120,7,5,2,6,2,1,MU9824,19,55,3,2.0,89.0,1,1,21000.0,30.0,2,6.0
247,248,2,4,19.0,2.0,5,1,4,1,8,2,3,3,1,MU9824,19,45,3,1.0,40.0,1,3,5000.0,60.0,8,4.0
248,249,2,4,27.0,2.0,2,1,5,2,8,2,2,"1,2",1,MU9824,19,45,3,1.0,86.0,1,2,22800.0,60.0,2,3.0
249,250,2,2,60.0,2.0,1,3,365,0,8,2,2,3,2,NH1166,20,5,3,1.0,40.0,1,2,20000.0,40.0,9,4.0
250,251,2,4,45.0,1.0,2,2,4,0,8,2,7,"2,3",1,MU9824,19,30,3,1.0,87.0,1,2,20600.0,30.0,5,4.0
251,252,2,1,37.0,1.0,3,2,4,1,8,2,2,6,2,KE2711,18,44,3,1.0,70.0,1,1,20000.0,90.0,1,6.0
252,253,2,4,55.0,1.0,1,2,3,0,1,2,5,2,1,MU9824,19,45,3,1.0,50.0,1,1,10000.0,60.0,1,5.0
253,254,2,4,23.0,2.0,2,1,7,1,8,2,0,2,1,MU9824,19,20,3,1.0,24.0,1,5,2000.0,30.0,2,3.0
254,255,2,4,23.0,2.0,2,1,7,1,8,2,0,2,1,MU9824,19,20,3,1.0,24.0,1,5,2000.0,30.0,2,3.0
255,256,2,4,62.0,1.0,1,1,9,1,1,2,1,3,2,JL94,19,15,3,1.0,20.0,1,5,4000.0,60.0,10,3.0
256,257,2,4,60.0,2.0,1,1,9,1,1,2,2,2,2,JL94,19,15,3,1.0,20.0,1,5,4000.0,60.0,9,3.0
257,258,2,2,25.0,1.0,1,1,365,4,1,2,2,1,2,NotRespond,0,0,3,1.0,40.0,1,1,10000.0,40.0,8,7.0
258,259,2,2,40.0,NotRespond,1,1,7,1,4,2,3,3,2,NH1164,16,15,2,1.0,34.14,1,3,11700.0,120.0,7,2.0
259,260,2,1,50.0,2.0,1,1,5,1,8,2,5,3,2,ke2709,16,30,2,1.0,40.0,1,2,23500.0,30.0,9,5.0
260,261,2,2,53.0,1.0,5,2,3,4,1,2,4,"1,2,3",2,nh1164,16,15,2,1.0,35.0,1,2,15000.0,60.0,1,3.0
261,262,2,2,39.0,2.0,5,2,3,3,3,2,6,"3,6",2,nh1164,16,15,2,1.0,35.0,1,1,6000.0,25.0,1,4.0
262,263,2,2,17.0,1.0,1,3,7,1,8,2,1,2,1,OZ3615,15,55,2,1.0,42.0,1,1,20000.0,60.0,12,2.0
263,264,2,2,21.0,2.0,1,1,30,0,3,2,2,2,1,OZ3615,15,55,2,1.0,42.0,1,6,12000.0,90.0,8,3.0
264,265,2,1,43.0,1.0,5,1,5,4,8,2,5,1,1,ke2815,16,15,2,1.0,37.0,1,2,14400.0,60.0,6,2.0
265,266,2,NotRespond,29.0,1.0,1,4,31,1,7,2,0,7,4,NotRespond,19,0,3,1.0,40.0,1,1,15700.0,90.0,12,1.0
266,267,2,2,50.0,1.0,1,2,3,0,8,2,10,1,2,OZ1085,20,1,3,2.0,50.0,1,2,50000.0,60.0,5,5.0
267,268,2,2,20.0,1.0,1,1,4,0,3,2,1,3,2,OZ1085,20,1,3,1.0,50.0,1,5,2000.0,40.0,8,2.0
268,269,2,2,28.0,2.0,1,1,3,1,1,2,4,3,2,OZ1143,17,50,2,1.0,50.0,1,1,10000.0,40.0,2,4.0
269,270,2,2,32.0,1.0,1,2,5,1,8,2,3,3,2,NotRespond,20,0,3,1.0,70.0,1,8,25000.0,60.0,2,4.0
270,271,2,2,39.0,2.0,3,1,99,2,1,2,3,3,2,OZ1085,20,1,3,1.0,35.0,1,2,14000.0,30.0,2,4.0
271,272,2,1,19.0,1.0,1,3,2,2,1,2,3,6,2,NotRespond,19,0,3,1.0,40.0,1,2,20000.0,60.0,8,3.0
272,273,2,1,50.0,1.0,3,2,4,34,2,1,2,"3,5",2,NotRespond,20,30,3,1.0,30.0,1,5,1250.0,50.0,5,3.0
273,274,2,2,40.0,2.0,4,1,99,2,1,2,4,1,2,OZ1085,20,1,3,1.0,50.0,1,2,23000.0,60.0,11,3.0
274,275,2,2,35.0,1.0,3,2,3,1,8,2,15,3,2,nh1166,20,15,3,1.0,90.0,1,2,27000.0,70.0,1,5.0
275,276,2,2,23.0,1.0,1,1,7,0,1,2,1,3,2,NotRespond,19,30,3,1.0,30.0,1,5,1500.0,30.0,8,1.0
276,277,2,2,27.0,1.0,1,2,7,1,1,2,2,3,2,oz9104,20,5,3,1.0,40.0,1,5,1500.0,20.0,2,2.0
277,278,2,2,54.0,2.0,1,1,35,0,8,2,1,"4,5",4,oz222,10,25,1,1.0,89.0,1,1,20000.0,20.0,3,4.0
278,279,2,4,48.0,1.0,1,2,7,4,8,2,10,2,1,MU9824,19,20,3,1.0,78.0,2,6,50300.0,50.0,2,4.0
279,280,2,2,26.0,1.0,3,1,5,1,1,2,2,4,2,NotRespond,0,0,3,1.0,40.0,1,5,1200.0,40.0,2,5.0
280,281,2,2,30.0,2.0,1,4,7,1,2,2,3,2,1,OZ3615,15,55,2,1.0,42.0,1,1,10000.0,40.0,8,2.0
281,282,2,2,32.0,1.0,1,2,7,1,1,2,6,2,1,OZ3615,15,55,2,1.0,42.0,1,1,10000.0,40.0,2,2.0
282,283,2,1,36.0,1.0,1,2,3,0,1,2,2,4,2,ke2727,16,55,2,1.0,22.5,1,2,12000.0,20.0,5,6.0
283,284,2,1,34.0,2.0,1,4,365,0,8,2,5,"2,5",1,ke2815,16,15,2,1.0,48.5,1,11,75000.0,60.0,12,4.0
284,285,2,1,49.0,2.0,1,1,4,1,8,2,0,3,2,NotRespond,16,20,2,1.0,40.0,1,1,20000.0,40.0,1,6.0
285,286,2,2,30.0,1.0,1,2,100,1,3,2,4,2,1,NotRespond,16,0,2,1.0,40.0,1,3,2800.0,4.0,1,3.0
286,287,2,2,60.0,2.0,1,1,2,1,5,2,2,3,2,oz1045,15,30,2,1.0,40.0,2,8,60000.0,180.0,11,2.0
287,288,2,2,35.0,1.0,1,1,7,0,2,2,4,3,2,NH1166,20,5,3,2.0,64.0,2,2,3300.0,20.0,12,1.0
288,289,2,4,40.0,1.0,1,4,99,1,8,2,5,2,1,MU9824,19,40,3,1.0,26.0,1,2,23000.0,30.0,2,4.0
289,290,2,1,44.0,2.0,1,2,7,28,8,2,12,3,2,NotRespond,19,0,3,2.0,58.0,1,1,20000.0,30.0,7,6.0
290,291,2,2,40.0,2.0,1,1,3,11,1,2,0,1,2,KE001,17,40,2,1.0,260.0,1,1,10000.0,45.0,9,2.0
291,292,2,1,68.0,1.0,3,2,8,2,8,2,2,"2,3",2,ke2711,18,44,3,1.0,20.0,1,3,10000.0,50.0,5,4.0
292,293,2,1,55.0,1.0,1,2,365,1,8,2,20,"2,4",1,ke2815,16,15,2,2.0,100.0,1,10,98000.0,50.0,1,7.0
293,294,2,3,28.0,1.0,1,1,3,3,1,2,4,1,3,TW7667,11,0,1,1.0,30.0,1,3,1050.0,20.0,2,3.0
294,295,2,1,37.0,2.0,1,4,2,0,1,1,1,1,1,KE2851,9,30,1,1.0,50.0,1,5,1550.0,90.0,1,2.0
295,296,2,2,30.0,2.0,2,1,7,1,1,2,1,2,1,OZ318,13,30,2,1.0,34.0,1,5,1500.0,60.0,2,1.0
296,297,2,4,47.0,1.0,1,2,10,8,3,2,2,2,1,OZ349,12,30,2,1.0,31.0,1,1,6000.0,90.0,2,3.0
297,298,2,2,53.0,1.0,1,2,180,1,1,2,3,2,1,OZ3615,15,55,2,1.0,30.0,1,3,1000.0,60.0,2,2.0
298,299,2,3,60.0,2.0,1,1,3,3,1,2,1,2,3,TW7667,10,30,1,1.0,30.0,1,3,1150.0,40.0,7,1.0
299,300,2,4,66.0,1.0,1,2,90,1,1,2,2,3,2,NH1162,12,40,2,2.0,60.0,1,1,10000.0,20.0,12,5.0
300,301,2,1,72.0,2.0,1,1,4,1,6,1,0,2,1,KE2815,16,15,2,1.0,45.9,1,1,23000.0,150.0,9,1.0
301,302,2,4,32.0,1.0,1,1,6,2,3,2,1,1,3,BR155,13,50,2,1.0,35.0,1,6,8800.0,7.0,5,2.0
302,303,2,4,22.0,2.0,2,2,30,7,2,2,6,2,1,C8318,12,30,2,1.0,44.0,1,1,10000.0,30.0,3,2.0
303,304,2,4,28.0,2.0,1,1,6,2,3,2,1,1,3,BR155,13,50,2,1.0,35.0,1,6,8800.0,80.0,9,2.0
304,305,2,4,30.0,2.0,3,3,99,1,2,2,1,3,2,KE5707,12,5,2,1.0,53.0,1,1,10000.0,20.0,8,1.0
305,306,2,1,47.0,1.0,3,4,1,2,3,2,0,7,NotRespond,NotRespond,0,0,1,1.0,35.0,1,6,6000.0,60.0,7,1.0
306,307,2,1,23.0,1.0,1,2,1,1,1,2,4,3,2,KE2707,9,4,1,1.0,40.0,1,1,10000.0,60.0,8,2.5
307,308,2,4,51.0,1.0,5,1,8,4,7,2,6,1,4,CA138,9,25,1,1.0,11.0,1,6,20000.0,120.0,1,5.0
308,309,2,1,36.0,2.0,2,1,30,0,3,2,4,"2,3",1,KA2851,9,30,1,3.0,50.0,1,5,1650.0,40.0,12,3.0
309,310,2,4,29.0,2.0,1,1,4,1,1,2,3,3,2,NH1162,12,40,2,1.0,45.0,2,1,10000.0,20.0,2,4.0
310,311,2,3,44.0,2.0,3,1,7,1,3,2,0,3,2,7c1482,14,30,2,3.0,20.0,1,6,5100.0,60.0,2,1.0
311,312,2,4,25.0,2.0,1,3,90,0,3,2,5,"2,3",2,NH1162,12,40,2,1.0,50.0,1,1,6000.0,60.0,8,1.0
312,313,2,4,54.0,1.0,1,2,1,7,1,1,0,5,2,KE5707,12,5,2,1.0,66.0,1,2,15000.0,32.0,5,4.0
313,314,2,NotRespond,26.0,1.0,3,2,15,0,3,2,5,3,NotRespond,NotRespond,12,10,2,1.0,40.0,1,3,6000.0,10.0,3,2.0
314,315,2,3,27.0,2.0,5,1,3,2,3,2,2,6,3,TW7667,11,0,1,1.0,39.5,1,6,6000.0,30.0,2,7.0
315,316,2,4,40.0,1.0,1,2,3,0,1,2,20,2,1,MU512,12,1,2,1.0,44.0,1,1,10000.0,15.0,5,2.0
316,317,2,1,74.0,2.0,1,1,3,13,3,1,0,2,1,ke2815,16,15,2,1.0,48.5,1,9,6000.0,120.0,9,1.0
317,318,2,1,68.0,2.0,1,1,4,13,3,1,1,1,1,ke2815,16,15,2,1.0,48.5,1,9,6000.0,120.0,9,1.0
318,319,2,3,60.0,2.0,1,3,5,0,8,1,12,3,2,7c1482,14,10,2,1.0,19.0,1,2,12000.0,20.0,12,2.0
319,320,2,4,34.0,1.0,1,2,5,1,3,2,2,6,2,NotRespond,20,0,3,1.0,60.0,1,2,60000.0,30.0,2,5.0
320,321,2,4,40.0,1.0,3,1,2,0,8,2,1,3,2,OZ1085,20,1,3,1.0,50.0,1,5,2000.0,40.0,2,4.0
321,322,2,4,38.0,2.0,1,1,4,0,1,2,2,2,1,hv9824,17,45,2,1.0,32.0,1,5,2000.0,20.0,4,2.0
322,323,2,3,45.0,2.0,3,3,5,1,8,2,1,3,2,7c1482,14,30,2,1.0,21.0,1,6,9000.0,60.0,2,3.0
323,324,2,3,29.0,2.0,1,2,4,3,1,2,1,5,2,7c1482,14,30,2,1.0,24.0,1,3,1500.0,40.0,5,1.0
324,325,2,1,45.0,1.0,3,2,3,0,3,2,3,5,2,ke2727,16,55,2,1.0,25.0,2,4,2000.0,30.0,5,5.0
325,326,2,1,61.0,2.0,1,1,5,20,6,1,2,3,2,KE2709,16,30,2,2.0,60.0,1,2,23000.0,40.0,9,1.0
326,327,2,1,19.0,1.0,1,4,3,1,1,2,2,1,2,ke2709,16,30,2,1.0,40.0,1,1,2000.0,90.0,8,3.0
327,328,2,1,33.0,1.0,1,2,2,2,1,2,1,2,1,ke2815,16,15,2,1.0,60.0,1,1,10000.0,50.0,1,5.0
328,329,2,1,46.0,1.0,1,2,9,2,3,2,15,2,1,ke2815,16,15,2,2.0,100.0,1,1,6000.0,30.0,1,6.0
329,330,2,1,23.0,2.0,1,3,99,0,1,2,2,2,2,KE2709,16,30,2,1.0,45.0,1,6,10000.0,60.0,8,4.0
330,331,2,4,35.0,1.0,3,3,30,0,8,2,15,6,2,JL94,7,15,3,1.0,200.0,1,6,10000.0,180.0,8,1.0
331,332,2,2,42.0,1.0,1,1,3,10,1,2,1,3,2,NotRespond,17,0,2,1.0,40.0,1,1,10000.0,60.0,2,2.0
332,333,2,1,52.0,2.0,1,1,5,2,3,2,1,3,2,ke2727,16,55,2,1.0,20.0,1,5,2000.0,60.0,9,3.0
333,334,2,1,35.0,2.0,1,1,5,2,1,2,2,3,2,ke2711,18,44,3,1.0,20.0,1,5,1500.0,90.0,8,2.0
334,335,2,4,24.0,2.0,2,1,5,4,8,2,1,3,1,KE5899,19,45,3,3.0,44.0,1,5,3000.0,30.0,2,2.0
335,336,2,2,34.0,2.0,1,1,5,2,8,2,2,3,2,OZ1145,17,50,2,1.0,30.0,1,1,20000.0,40.0,10,3.0
336,337,2,4,27.0,1.0,3,2,3,0,8,2,20,3,2,JL92,12,0,3,1.0,40.0,1,2,10000.0,30.0,12,2.0
337,338,2,4,55.0,2.0,3,1,3,2,8,2,2,3,2,NH1166,20,5,3,1.0,40.0,1,5,2000.0,30.0,9,2.0
338,339,2,2,45.0,2.0,1,1,21,0,3,2,3,3,2,OZ1085,20,1,3,1.0,50.0,2,6,20000.0,150.0,9,1.0
339,340,2,1,59.0,2.0,1,1,3,4,3,2,1,2,1,KE5899,19,45,3,1.0,44.0,1,5,2000.0,40.0,9,4.0
340,341,2,4,22.0,1.0,1,1,5,0,1,2,0,2,2,JL94,19,15,3,1.0,33.0,1,8,4000.0,40.0,8,3.0
341,342,2,2,43.0,1.0,3,2,7,0,8,2,10,3,2,NotRespond,20,0,3,1.0,18.0,2,8,50000.0,120.0,12,2.0
342,343,2,4,39.0,2.0,2,2,1,1,8,2,0,2,1,MU9824,19,45,3,1.0,40.0,1,2,20300.0,50.0,2,2.0
343,344,2,2,21.0,2.0,4,1,4,1,8,2,0,6,2,OZ1085,20,1,3,1.0,50.0,1,2,20300.0,40.0,11,1.0
344,345,2,4,20.0,2.0,3,1,3,2,8,2,0,3,2,NH6984,20,20,3,1.0,40.0,2,5,1300.0,20.0,8,1.0
345,346,2,4,22.0,2.0,3,1,3,2,8,2,0,1,2,NH6984,20,20,3,1.0,40.0,2,5,1300.0,20.0,8,1.0
346,347,2,4,23.0,1.0,1,1,365,1,1,2,1,3,2,jl974,15,56,2,1.0,45.0,2,3,1200.0,10.0,8,1.0
347,348,2,4,21.0,2.0,1,1,4,1,3,2,0,3,2,NH1164,16,15,2,1.0,45.0,1,5,2000.0,40.0,8,1.0
348,349,2,4,26.0,2.0,2,1,6,4,8,2,0,2,1,MU9824,19,45,3,1.0,40.0,1,8,25000.0,120.0,2,1.0
349,350,2,4,25.0,2.0,2,3,3,0,8,2,0,2,1,MU9824,19,45,3,1.0,40.0,1,8,25000.0,180.0,2,1.0
350,351,2,1,62.0,1.0,1,1,4,1,1,2,2,3,2,ke5727,16,0,2,1.0,30.0,1,1,10000.0,30.0,11,4.0
351,352,2,1,68.0,2.0,1,1,4,13,3,1,0,1,1,ke2815,16,15,2,1.0,48.5,1,1,6000.0,120.0,9,2.0
352,353,2,1,62.0,2.0,1,1,44,2,3,2,0,2,1,ke2815,16,15,2,1.0,48.5,1,5,2000.0,40.0,7,2.0
353,354,2,1,60.0,2.0,1,1,4,2,3,2,0,3,2,ke5727,16,0,2,1.0,60.0,1,6,6000.0,40.0,9,1.0
354,355,2,1,65.0,1.0,1,1,4,2,3,2,0,3,2,ke5727,16,0,2,1.0,60.0,1,6,6000.0,40.0,10,2.0
355,356,2,1,70.0,1.0,1,1,4,10,6,1,0,3,1,KE2815,16,15,2,1.0,45.45,1,1,23000.0,120.0,10,1.0
356,357,2,4,67.0,2.0,1,1,4,2,1,2,2,3,1,CZ318,12,30,2,1.0,120.0,1,5,1500.0,15.0,9,2.0
357,358,2,4,67.0,1.0,1,4,30,0,1,2,3,3,2,NH1162,12,40,2,1.0,40.0,1,6,2000.0,60.0,10,3.0
358,359,2,2,70.0,1.0,1,1,4,6,4,2,1,6,1,OZ3615,15,30,2,1.0,42.0,1,2,11500.0,120.0,12,2.0
359,360,2,1,50.0,1.0,1,2,2,1,1,2,5,2,2,KE5707,12,5,2,1.0,46.5,1,5,1500.0,40.0,2,4.0
360,361,2,1,51.0,1.0,1,2,1,0,3,2,30,3,2,KE2707,9,4,1,1.0,65.0,2,2,7000.0,20.0,2,6.0
361,362,2,4,56.0,2.0,1,1,5,2,3,2,0,1,2,NH1162,12,15,2,1.0,32.5,1,6,8000.0,50.0,9,3.0
362,363,2,4,58.0,2.0,1,1,5,1,3,2,0,3,2,7C1482,14,30,2,1.0,23.0,2,6,20000.0,150.0,9,4.0
363,364,2,4,55.0,2.0,1,1,5,2,3,2,0,7,2,NH1162,12,30,2,1.0,32.5,2,1,6000.0,20.0,9,4.0
364,365,2,4,55.0,1.0,1,1,3,2,1,2,0,3,2,NH1164,16,15,2,1.0,50.0,1,2,15000.0,30.0,3,4.0
365,366,2,4,51.0,1.0,1,2,7,1,1,2,4,2,1,NotRespond,17,20,2,1.0,40.0,1,6,6000.0,60.0,2,5.0
366,367,2,3,53.0,2.0,1,1,4,4,5,2,1,6,3,TW7607,11,10,1,3.0,60.0,3,8,40000.0,180.0,9,1.0
367,368,2,2,53.0,1.0,1,2,5,2,3,2,2,3,2,OZ9128,7,45,1,1.0,40.0,1,6,6000.0,40.0,2,2.0
368,369,2,2,59.0,1.0,1,1,3,5,3,2,0,3,2,OZ9102,12,30,2,1.0,50.0,1,5,70.0,10.0,2,3.0
369,370,2,1,60.0,2.0,1,1,7,1,1,2,2,"3,4",2,KE2725,8,55,1,1.0,100.0,1,6,6000.0,30.0,10,5.0
370,371,2,4,61.0,2.0,1,1,3,0,3,2,3,1,2,NH1162,12,40,2,1.0,40.0,1,6,10000.0,40.0,9,2.0
371,372,2,2,62.0,2.0,1,1,4,6,4,2,1,2,1,OZ3615,15,30,2,1.0,42.0,2,2,10000.0,20.0,11,4.0
372,373,2,4,62.0,2.0,1,1,4,6,1,1,2,2,1,CZ318,12,30,2,1.0,120.0,1,5,1500.0,20.0,9,2.0
373,374,2,4,66.0,1.0,3,1,4,1,8,2,1,3,2,NH1164,16,15,2,1.0,77.0,2,5,1300.0,20.0,3,2.0
374,375,2,1,66.0,2.0,1,1,4,13,3,1,1,1,1,KE2815,16,15,2,1.0,45.45,1,11,6000.0,120.0,9,2.0
