,Airport,Age,Gender,TripDuration,FlyingCompanion,GroupTravel,NoTripsLastYear,FrequentFlightDestination1,FrequentFlightDestination2,FrequentFlightDestination3,FrequentFlightDestination4,FrequentFlightDestination5,FrequentFlightDestination6,FrequentFlightDestination7,TotalDepartureHr,Airfare,NoTransport,AccessCost,AccessTime,MileageAirline1,MileageAirline2,MileageAirline3,MileageAirline4,MileageAirline5,ProvinceResidence1,ProvinceResidence2,ProvinceResidence3,ProvinceResidence4,ProvinceResidence5,ProvinceResidence6,ProvinceResidence7,ProvinceResidence8,Destination1,Destination2,Destination3,Destination4,DepartureTime1,DepartureTime2,DepartureTime3,DepartureTime4,SeatClass1,SeatClass2,SeatClass3,Occupation1,Occupation2,Occupation3,Occupation4,Occupation5,Occupation6,Occupation7,Occupation8,Occupation9,Occupation10,Occupation11,Occupation12,Income1,Income2,Income3,Income4,Income5,Income6,Income7,Airline1,Airline2,Airline3,Airline4,Korean,PleasureTrip,PublicTrans,const
84,1,0,1,5,10,0,0,0,0,0,0,0,1,0,17.36,60.79,1,4300.0,53,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1
85,1,0,0,7,3,0,3,1,0,0,0,0,0,0,20.08,60.0,1,3000.0,15,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1
86,1,0,1,5,2,0,1,1,0,0,0,0,0,0,16.0,75.0,2,10600.0,155,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1
87,1,0,1,5,1,0,0,1,0,0,0,0,0,0,13.58,61.0,3,6000.0,120,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1
88,1,0,0,5,1,0,2,1,0,0,0,0,0,0,13.58,61.0,3,6000.0,120,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1
89,1,0,1,0,5,0,0,1,0,0,0,0,0,0,13.42,30.0,3,10000.0,30,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1
90,1,0,1,6,5,0,5,1,0,0,0,0,0,0,13.42,41.0,3,1100.0,30,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1
91,1,0,1,15,1,0,80,0,1,0,0,0,0,0,14.33,48.34,2,13000.0,45,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
92,1,0,0,5,2,0,1,1,0,0,0,0,0,0,16.17,75.0,2,14000.0,40,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1
93,1,0,1,4,2,1,0,1,0,0,0,0,0,0,20.67,40.4,1,2700.0,40,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1
94,1,1,0,7,2,0,0,1,0,0,0,0,0,0,20.33,60.79,1,3175.0,30,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1
95,1,1,0,99,0,0,0,1,0,0,0,0,0,0,21.58,27.0,1,15000.0,100,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
96,1,1,0,5,26,1,2,1,0,0,0,0,0,0,20.0,3.0,2,2500.0,76,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1
97,1,1,0,6,4,1,0,1,0,0,0,0,0,0,20.17,48.34,2,6595.0,56,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1
98,1,1,0,5,2,0,1,1,0,0,0,0,0,0,20.33,60.79,1,12642.0,76,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1
99,1,1,1,5,2,0,1,1,0,0,0,0,0,0,20.33,60.79,1,12642.0,120,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1
100,1,1,0,5,26,1,2,1,0,0,0,0,0,0,20.0,3.0,2,2500.0,76,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1
101,1,0,0,5,4,0,4,1,0,0,0,0,0,0,17.33,60.0,1,15000.0,60,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1
102,1,0,0,5,4,0,0,0,1,0,0,0,0,0,17.33,53.0,1,13000.0,60,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1
103,1,0,0,5,1,0,2,1,0,0,0,0,0,0,17.5,50.0,1,12000.0,100,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1
104,1,0,1,6,2,0,2,0,0,0,0,1,0,0,17.5,23.0,1,14000.0,60,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1
105,1,0,1,3,3,0,1,1,0,0,0,0,0,0,19.58,30.0,1,3175.0,39,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1
106,1,0,0,3,12,1,0,0,0,0,0,0,0,1,20.33,29.12,1,15000.0,160,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1
107,1,0,1,9,1,0,1,0,1,0,0,0,0,0,11.5,100.0,2,3000.0,60,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1
108,1,0,1,2,1,0,3,1,0,0,0,0,0,0,15.25,60.0,3,1200.0,290,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
109,1,0,1,3,3,0,3,0,0,1,0,0,0,0,19.58,30.0,2,1100.0,39,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1
110,1,0,1,5,1,0,0,1,0,0,1,0,0,0,19.0,62.0,1,10000.0,60,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1
111,1,0,1,4,3,0,2,0,0,1,0,0,0,0,19.58,44.57,2,6595.0,90,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1
112,1,0,1,150,0,0,3,0,0,0,1,0,0,0,21.58,150.0,2,4600.0,10,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
113,1,0,0,15,2,0,0,0,0,1,0,0,0,0,21.0,27.12,1,8400.0,180,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1
114,1,0,0,5,4,1,2,0,0,1,0,0,0,0,20.0,41.0,1,12000.0,90,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1
115,1,0,1,9,2,0,1,0,1,1,0,0,0,0,19.5,120.0,1,12642.0,76,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1
116,1,0,1,5,1,0,1,1,1,0,0,0,0,0,19.58,35.0,2,10600.0,155,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1
117,1,0,0,5,3,1,0,1,0,0,0,0,0,0,5.67,50.0,2,2400.0,10,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1
118,1,0,1,10,0,0,2,1,0,0,0,0,0,0,19.83,55.0,1,9000.0,40,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1
119,1,1,1,5,1,0,2,0,1,0,0,0,0,0,20.08,53.17,1,8400.0,180,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1
120,1,1,1,5,1,0,3,0,1,0,0,0,0,0,20.08,53.17,1,3175.0,39,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1
121,1,1,1,365,2,1,0,0,1,0,0,0,0,0,20.92,26.43,1,8400.0,180,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1
122,1,1,0,12,2,0,2,1,0,0,0,0,0,0,22.0,71.33,1,6595.0,60,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1
123,1,0,1,6,2,1,4,0,0,0,0,1,0,0,18.0,134.57,1,11000.0,30,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1
124,1,0,0,6,2,0,0,0,0,0,0,0,0,1,20.33,29.12,1,6595.0,56,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1
125,1,0,1,6,2,0,1,0,0,0,0,0,0,1,20.33,29.12,1,6595.0,56,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1
126,1,0,0,4,2,1,0,1,0,0,0,0,0,0,20.67,40.4,1,2700.0,40,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1
127,1,0,0,6,2,0,0,0,0,0,0,0,0,1,20.08,60.79,3,8400.0,180,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1
128,1,0,0,4,4,1,1,1,0,0,0,0,0,0,20.5,29.12,1,6595.0,56,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1
129,1,0,1,99,0,0,1,1,0,0,0,0,0,0,21.67,65.0,2,8400.0,180,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
130,1,0,0,5,2,0,2,1,0,0,1,1,0,0,8.5,56.0,2,3300.0,10,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1
131,1,0,1,10,2,0,4,1,1,1,0,0,0,0,7.75,49.83,1,10000.0,56,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
133,1,0,1,6,1,0,1,0,0,1,0,0,0,0,20.67,40.0,1,10000.0,60,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1
134,1,1,0,7,2,0,2,1,0,0,0,0,0,0,9.75,60.79,1,12642.0,76,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1
135,1,0,1,6,2,0,0,1,0,0,0,0,0,0,14.08,222.0,2,6595.0,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
136,1,0,1,6,7,0,2,1,0,0,0,0,0,0,7.08,57.0,4,10000.0,20,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
137,1,0,0,5,8,0,5,0,0,0,0,0,1,0,8.17,14.0,1,8400.0,120,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
138,1,0,1,5,1,0,1,0,0,0,0,1,0,0,20.67,64.0,1,8000.0,40,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1
139,1,0,1,7,1,0,2,1,0,0,0,0,0,0,19.58,30.0,1,8000.0,39,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1
140,1,0,1,180,1,0,2,1,0,0,0,0,0,0,19.25,29.12,2,27920.0,311,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
141,1,0,1,5,2,0,3,1,0,0,0,0,0,0,21.67,50.0,1,15000.0,60,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1
142,1,0,1,5,2,1,1,1,0,0,0,0,0,0,21.58,30.0,2,7000.0,40,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
143,1,0,1,6,2,0,1,1,0,0,0,0,0,0,21.5,30.0,1,2300.0,30,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1
144,1,0,1,150,0,0,0,1,0,0,0,0,0,0,21.0,50.0,1,10600.0,155,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
145,1,0,1,3,0,0,2,1,0,0,0,0,0,0,17.36,89.0,2,50000.0,390,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1
146,1,1,1,5,2,0,0,0,0,0,0,0,0,1,21.0,49.83,1,6800.0,65,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1
147,1,0,0,5,2,0,0,1,0,0,0,0,0,0,19.83,29.12,2,1050.0,25,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1
148,1,0,1,5,2,0,1,1,0,0,0,0,0,0,19.83,29.12,1,6900.0,40,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1
149,1,0,1,10,1,0,2,0,0,0,1,0,0,0,16.83,50.0,1,8400.0,180,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1
150,1,0,0,5,1,0,5,0,0,0,0,1,0,0,17.33,60.0,1,8000.0,56,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1
151,1,0,1,9,0,0,2,1,0,0,0,0,0,0,17.33,60.0,1,6595.0,56,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1
152,1,0,1,4,4,1,2,1,0,0,0,0,0,0,18.0,50.0,1,56000.0,311,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1
153,1,0,0,5,2,1,1,1,0,0,0,0,0,0,20.08,44.57,2,38000.0,120,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1
154,1,1,0,5,4,1,2,1,0,0,0,0,0,0,17.0,70.0,1,9000.0,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1
155,1,1,0,7,3,0,2,0,0,0,0,1,0,0,8.08,50.0,2,6595.0,56,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1
156,1,1,0,3,0,0,4,0,0,1,0,0,0,0,6.83,50.0,1,8400.0,180,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
157,1,0,0,5,2,0,3,1,0,0,0,0,0,0,20.33,76.0,1,24000.0,90,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
158,1,0,1,60,1,0,10,0,1,0,0,0,0,0,20.0,30.0,2,1050.0,30,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1
159,1,0,0,6,2,0,0,1,0,0,0,0,0,0,7.92,36.0,1,2500.0,10,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1
160,1,0,1,6,1,0,1,1,0,0,0,0,0,0,19.33,40.0,1,11000.0,20,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1
161,1,0,0,5,1,0,3,0,0,0,1,0,0,0,19.58,31.0,2,1050.0,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1
162,1,0,0,5,2,0,3,1,0,0,0,0,0,0,19.58,31.0,1,4300.0,15,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
163,1,1,0,8,2,0,1,0,0,1,0,0,0,0,17.67,260.0,2,8400.0,180,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
164,1,1,0,30,1,0,3,1,0,0,0,0,0,0,19.17,50.0,2,10000.0,56,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1
165,1,0,0,6,3,0,2,1,0,1,0,0,0,0,17.67,50.0,1,15000.0,56,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1
166,1,0,0,6,2,0,1,1,0,0,0,0,0,0,8.58,45.0,2,24000.0,110,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1
167,1,0,0,10,0,0,3,0,1,0,0,0,0,0,19.25,45.0,1,14000.0,35,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
168,1,0,0,7,1,0,2,0,0,0,0,0,1,0,19.58,56.0,2,2700.0,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1
169,1,0,1,5,2,0,2,0,1,0,0,0,0,0,16.55,28.0,2,6595.0,20,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1
170,1,0,0,60,2,0,2,1,0,0,0,0,0,0,8.17,60.79,2,5000.0,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1
171,1,0,0,10,1,0,3,0,0,0,0,1,0,0,20.75,53.0,2,1200.0,30,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1
172,1,0,1,7,2,0,0,0,0,1,0,0,0,0,19.58,56.0,2,2000.0,60,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1
173,1,0,0,5,2,0,1,1,0,0,0,0,0,0,21.92,58.0,2,6595.0,56,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1
174,1,0,1,5,0,0,7,1,0,0,0,0,0,0,21.33,29.12,1,15000.0,70,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1
